issue_number,title,url,posted_at,first_seen_at,ignored_at,reason
92856,[Exploratory] 92792-Rules-Expense rules has different behavior for updated category and tag,https://github.com/Expensify/App/issues/92856,2026-06-06T10:15:26Z,2026-06-06T10:18:37.485Z,2026-06-06T11:35:19.527Z,No Help Wanted label within 15 minutes
